src_word,desc,src_alt
Einfühlungsvermögen ,емпатија,
Einführung ,1. вовед <br/><br/> 2. воведување <br/><br/> 3. увод,
Einführungspreis ,(уводна цена),
Eingabe ,"поднесување (молба, жалба, петиција) <br/><br/> 1. давање <br/><br/> 2. уфрлување <br/><br/> 3. внесување <br/> &emsp; <i>die Eingabe von Daten ≈ внесување на податоци</i>", 
Eingang ,1. влез <br/><br/> 2. прием <br/><br/> 3. пристап <br/><br/> 4. вовед,
Eingangsdatum ,дата на примање,
Eingemachte ,зимница,
Eingeständnis ,1. признание <br/> &emsp; <i>Schuldeingeständnis ≈ признание на вината</i> <br/><br/> 2. признавање, 
Eingeweide ,1. утроба <br/><br/> 2. црева, 
Eingewöhnung ,привикнување,
Eingliederung ,интеграција <br/> &emsp; <i>Eingliederung in die Gesellschaft ≈ интеграција во општеството</i>,
Eingriff ,мешање <br/> &emsp; <i>Eingriff in die inneren Angelegenheiten ≈ мешање во внатрешните работи</i>,
Eingriff ,зафат <br/> &emsp; <i>chirurgischer Eingriff ≈ хируршки зафат</i> <br/><br/> интервенција <br/> &emsp; <i>militärischer Eingriff ≈ воена интервенција</i>, 
Einhalt ,1. престанување <br/> &emsp; <i>Einhalt gebieten ≈ натера да престане</i> <br/><br/> 2. престанок,
Einhaltung ,1. придржување <br/><br/> 2. задржување,
Einheirat ,1. женидба во една фамилија <br/><br/> 2. станување домазет,
Einheit ,1. единство <br/> &emsp; <i>nationale Einheit ≈ национално единство</i> <br/><br/> 2. единка <br/><br/> 3. единица <br/> &emsp; <i>Einheiten Penizilin ≈ единици пеницилин</i>,
Einheit ,единица <br/> &emsp; <i>motorisierte Einheit ≈ моторизирана единица</i>, 
Einheitlichkeit ,единственост,
Einheitspreis ,1. (стандрардна цена) <br/><br/> 2. (единствена цена), 
Einhelligkeit ,1. еднодушност <br/><br/> 2. едногласност,
Einhorn ,еднорог,
Einigkeit ,1. единство <br/><br/> 2. слога <br/><br/> 3. согласност,
Einigung ,1. обединување <br/><br/> 2. согласување <br/><br/> 3. спогодба,
Einkauf ,1. набавка <br/><br/> 2. купување,
Einkaufspreis ,1. (набавна цена) <br/><br/> 2. (куповна цена), 
Einkaufszentrum ,трговски центар, 
Einkehr ,навраќање,
Einklang ,1. усогласување <br/><br/> 2. хармонија,
Einkommen ,приход,
Einkommensausfall ,(изгубен приход),
Einkommensteuer ,(данок на приход), 
Einladung ,1. покана <br/><br/> 2. натоварување,
Einlage ,1. прилог <br/><br/> 2. подметка,
Einlage ,влог <br/> &emsp; <i>Geldeinlage ≈ паричен влог</i> <br/><br/> влошка <br/> &emsp; <i>orthopädische Einlagen ≈ ортопедски влошки</i>, 
Einlagerung ,1. складирање <br/><br/> 2. талог,
Einlass ,1. пристап <br/><br/> 2. влез,
Einlassung ,1. изјава <br/><br/> 2. произнесување, 
Einlauf ,1. влегување <br/><br/> 2. втрчување (во цел),
Einlauf ,клистирање, 
Einleitung ,вовед,
Einleitungskapitel ,(воведна глава),
Einmaleins ,таблица за множење,
Einmannbetrieb ,фирма човек,
Einmarsch ,навлегување на војска, 
Einmütigkeit ,1. еднодушност <br/><br/> 2. сложност,
Einnahme ,1. приход <br/> &emsp; <i>Tageseinnahme ≈ дневен приход</i> <br/><br/> 2. примање, 
Einnahmequelle ,(извор на приходи), 
Einreise ,1. влез <br/><br/> 2. влегување <br/><br/> 3. допатување,
Einreisevisum ,влезна виза,
Einrichtung ,1. опрема <br/> &emsp; <i>die sanitären Einrichtungen ≈ санитарната опрема</i> <br/><br/> 2. мебел <br/> &emsp; <i>Die Wohnung hat eine geschmackvolle Einrichtung. ≈ Станот е опремен со убав мебел.</i> <br/><br/> 3. институција <br/> &emsp; <i>Die Müllabfuhr ist nützliche Einrichtung. ≈ Градската чистоќа е корисна институција.</i> <br/><br/> 4. установа,
Einrichtungsgegenstand ,(предмет за опремување),
Einrichtungshaus ,(стоковна куќа за мебел),
Eins ,единица,
Einsager ,1. дошепнувач <br/><br/> 2. суфлер,
Einsalzung ,1. посолување <br/><br/> 2. засолување,
Einsamkeit ,1. осаменост <br/><br/> 2. самотија,
Einsammlung ,1. збирка <br/><br/> 2. колекција,
Einsargung ,ставање во мртовечки сандак,
Einsatz ,1. облог <br/> &emsp; <i>Er verlor den Einsatz bei der Wette. ≈ Го изгуби облогот.</i> <br/><br/> 2. акција <br/> &emsp; <i>Polizeieinsatz ≈ полициска акција</i> <br/><br/> 3. внесување <br/><br/> 4. дејство <br/> &emsp; <i>Einsatz von neuen Waffen ≈ дејство на нови оружја</i> <br/><br/> 5. влошка <br/> &emsp; <i>Filtereinsatz ≈ филтерска влошка</i>,
Einsatzbefehl ,1. (наредба за акција) <br/><br/> 2. (наредба за дејство), 
Einsatzgebiet ,(област на примена) <br/><br/> (оперативен терен), 
Einsatzleiter ,(раководител на акцијата), 
Einschalthebel ,1. полуга за менување брзини <br/><br/> 2. полуга за вклучување, 
Einschaltung ,вклучување,
Einschiffung ,качување на брод,
Einschlag ,удар,
Einschläferung ,успивање,
Einschnitt ,1. засек <br/><br/> 2. цезура,
Einschreibebrief ,препорачано писмо,
Einschreiben ,(препорачана поштенска пратка),
Einschränkung ,ограничување <br/> &emsp; <i>Einschränkung der Pressefreiheit ≈ ограничување на слободата на печатот</i>,
Einschub ,1. модул <br/><br/> 2. вметнат елемент, 
Einschulung ,(запишување во училиште),
Einschuss ,1. (дупка од куршум) <br/><br/> 2. устрел,
Einschussstelle ,(место на влегување на куршум),
Einschätzung ,проценка,
Einsegnung ,благословување,
Einsehen ,1. увидување <br/><br/> 2. увид,
Einseitigkeit ,едностраност,
Einsendeschluss ,краен рок за испраќање,
Einsicht ,1. увид <br/> &emsp; <i>Freiheit als Einsicht in die Notwendigkeit ≈ слобода како увид во реалноста</i> <br/><br/> 2. разбирање,
Einsichtigkeit ,разборитост,
Einsichtnahme ,1. инспекција <br/><br/> 2. увид,
Einsiedelei ,живеалиште на еремит,
Einsiedler ,1. осаменик <br/><br/> 2. еремит,
Einsparung ,заштеда,
Einspruch ,приговор, 
Einspänner ,запрега со еден коњ,
Einstampfung ,1. газење <br/><br/> 2. згмечување <br/><br/> 3. уништување,
Einstand ,1. деби <br/><br/> 2. прв пат <br/><br/> 3. сефте,
Einstand ,израмнување, 
Einstellplatz ,место за паркирање,
Einstellung ,1. вработување <br/> &emsp; <i>Einstellung als Hausarzt ≈ вработување како домашен лекар</i> <br/><br/> 2. прекин <br/> &emsp; <i>Einstellung des Verfahrens ≈ прекин на постапката</i> <br/><br/> 3. став <br/> &emsp; <i>kritische Einstellung ≈ критичен став</i> <br/><br/> 4. држење <br/> &emsp; <i>die Einstellung zu den Frauen ≈ држење спрема жените</i> <br/><br/> 5. нагодување <br/> &emsp; <i>Einstellung der Anlage ≈ нагодување на постројката</i> <br/><br/> 6. штелување <br/> &emsp; <i>die Einstellung der Parameter ≈ штелување на параметрите</i> <br/><br/> 7. параметар <br/> &emsp; <i>persönliche Einstellungen ≈ лични параметри</i>,
Einstellungsgespräch ,(разговор за вработување), 
Einstich ,1. убод <br/><br/> 2. боцнување,
Einstichstelle ,место на боцкање,
Einstieg ,1. качување <br/><br/> 2. влез,
Einstiegsdroge ,1. лесна дрога <br/><br/> 2. дрога со која се почнува, 
Einstimmigkeit ,едногласност,
Einstudierung ,простудирање,
Einstufung ,класификација,
Einsturz ,1. пад <br/><br/> 2. рушење,
Einsturzgefahr ,опасност од рушење,
Eintagsfliege ,еднодневна мува, 
Einteilung ,поделба,
Eintopf ,манџа,
Eintopfgericht ,манџа, 
Eintracht ,1. слога <br/><br/> 2. согласност <br/><br/> 3. еднодушност,
Eintrag ,1. белешка <br/><br/> 2. запис <br/><br/> 3. регистрација,
Eintragung ,1. внесување <br/><br/> 2. запишување <br/><br/> 3. (заведување во книга),
Eintritt ,1. влез <br/><br/> 2. влегување,
Eintrittsgeld ,1. влез (пари за влегување) <br/><br/> 2. влезница,
Eintrittskarte ,1. влезница <br/><br/> 2. билет,
Eintönigkeit ,монотонија,
Einverleibung ,1. присвојување <br/><br/> 2. приклучување,
Einvernehmen ,1. согласност <br/><br/> 2. (меѓусебно разбирање),
Einverständnis ,1. согласност <br/><br/> 2. спогодба,
Einwand ,приговор,
Einwanderer ,1. доселеник <br/><br/> 2. емигрант,
Einwanderung ,1. доселување <br/><br/> 2. имиграција,
Einwegflasche ,шише (без кауција),
Einwegglas ,чаша (без кауција),
Einweihung ,1. посветување <br/><br/> 2. инаугурација <br/><br/> 3. упатување,
Einweisung ,упатство,
Einwendung ,приговор,
Einwertigkeit ,едновалентност, 
Einwilligung ,согласност,
Einwirkung ,1. влијание <br/> &emsp; <i>unter Einwirkung von Drogen ≈ под влијание на дроги</i> <br/><br/> 2. дејство,
Einwohner ,1. жител <br/><br/> 2. станар,
Einwohnermeldeamt ,(служба за пријавување на место живеење), 
Einwohnerzahl ,(број на жители), 
Einwurf ,1. примедба <br/><br/> 2. забелешка,
Einzahl ,еднина, 
Einzahlung ,1. уплата <br/><br/> 2. плаќање, 
Einzahlungsbeleg ,уплатница, 
Einzahlungskonto ,уплатна сметка <br/> &emsp; <i>Einzahlungskonten für Steuereinnahmen und Gebühren ≈ уплатни сметки за даночни приходи и такси</i>, 
Einzel ,1. еден <br/><br/> 2. сам, 
Einzelfall ,(поединечен случај),
Einzelgänger ,1. самотник <br/><br/> 2. самец,
Einzelhaft ,затвор во самица, 
Einzelhandel ,(трговија на мало), 
Einzelhandelsgeschäft ,(трговски дуќан на мало), 
Einzelheit ,1. поединост <br/><br/> 2. подробност <br/><br/> 3. детаљ,
Einzelrichter ,судија поединец, 
Einzelstück ,уникат,
Einzelverkauf ,1. малопродажба <br/><br/> 2. продажба на мало,
Einzelwesen ,1. поединка <br/><br/> 2. индивидуа,
